53754,53910,95418,4295,Wo 9343,48Bet UMa,Merak (Beta Ursae Majoris),11.030677,56.382427,24.4499,81.66,33.74,-12.0,2.340,0.399,A1V,0.033,-13.103033,3.398358,20.360601,0.00000737,-0.00001191,-0.00000801,2.887824569114951,0.9840589862911813,0.00000039589885154166667,0.000000163576135,Bet,48,UMa,1,53754,,60.311481961781745,,,
53879,54035,95735,,Gl 411,,Lalande 21185,11.055632,35.969877,2.5469,-580.20,-4767.09,-84.3,7.490,10.460,M2V,1.502,-1.998000,0.504305,1.495504,0.00003587,-0.00000166,-0.00009828,2.8943575772214722,0.627792793335765,-0.0000028128889745833336,-0.000023111504484,,,,1,53879,,0.0057016427228074665,,,
53905,54061,95689,4301,,50Alp UMa,Dubhe (Alpha Ursae Majoris),11.062155,61.751033,37.6790,-136.46,-35.25,-9.0,1.810,-1.070,F7V comp,1.061,-17.298705,4.334880,33.191332,0.00000478,0.00002450,-0.00001116,2.896065350203451,1.0777588446528075,-0.0000006615767484861111,-0.000000170896822,Alp,50,UMa,1,53905,,233.3458062281002,,,
54712,54872,97603,4357,Gl 419,68Del Leo,Zosma (Delta Leonis),11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.560,1.294,A4V,0.128,-16.442201,3.337108,6.280742,0.00001259,-0.00001526,-0.00001785,2.941352165381749,0.3582064320032738,0.0000006947864856041666,-0.000000632342483,Del,68,Leo,1,54712,,26.448436268543603,,,
57459,57632,102647,4534,Gl 448,94Bet Leo,Denebola (Beta Leonis),11.817663,14.572060,10.9999,-499.02,-113.78,-0.2,2.140,1.933,A3Vvar,0.090,-10.633926,0.508011,2.767546,-0.00000006,0.00002664,-0.00000592,3.093856965974249,0.2543304303162062,-0.000002419317228708333,-0.000000551621005,Bet,94,Leo,1,57459,,14.682499678319866,,,
57767,57939,103095,4550,Gl 451A,,Groombridge 1830,11.882820,37.718679,9.0917,4003.69,-5813.00,-99.1,6.420,6.627,G8Vp,0.754,-7.187679,0.220247,5.561623,-0.00008204,-0.00017401,-0.00026465,3.1109149833224112,0.6583151445815625,0.00001941043684703472,-0.00002818221925,,,UMa,1,57767,Gl 451,0.194625615936124,CF,6.546,6.406
57828,58001,103287,4554,,64Gam UMa,Phad (Gamma Ursae Majoris),11.897168,53.694760,25.5037,107.76,11.16,-13.0,2.410,0.377,A0V SB,0.044,-15.094867,0.406425,20.552678,0.00000862,-0.00001356,-0.00000990,3.1146712453081937,0.9371503534205525,0.0000005224352221666667,0.000000054105206,Gam,64,UMa,1,57828,,61.54602373713163,,,
59592,59774,106591,4660,Gl 459,69Del UMa,Megrez (Delta Ursae Majoris),12.257086,57.032617,24.6853,103.56,7.81,-13.4,3.320,1.358,A3Vvar,0.077,-13.402309,-0.903455,20.710384,0.00000906,-0.00001181,-0.00001099,3.208897599139166,0.995406944309545,0.0000005020730475833334,0.000000037863948,Del,69,UMa,1,59592,,24.9344618809783,,,
59621,59803,106625,4662,,4Gam Crv,Gienah Ghurab (Gamma Corvi),12.263437,-17.541929,47.1032,-159.58,22.31,-4.0,2.580,-0.785,B8III,-0.107,-44.805937,-3.095058,-14.197066,-0.00000015,0.00003652,0.00000609,3.2105604074253753,-0.306164425583095,-0.0000007736656714305555,0.000000108161932,Gam,4,Crv,1,59621,,179.47336268325265,,,
60530,60718,108248,4730,,Alp1Cru,Acrux (Alpha Crucis),12.443311,-63.099092,98.7167,-35.37,-14.73,-11.0,0.770,-4.202,B0.5IV,-0.243,-44.363755,-5.171957,-88.034513,0.00000934,0.00001813,0.00000684,3.2576512815622607,-1.1012869028642311,-0.0000001714785988125,-0.000000071413055,Alp-1,,Cru,1,60530,,4176.379929509739,,,
60731,60936,,,,,3C 273,12.485193,2.052398,100000.0000,-11.01,4.38,0.0,12.880,-7.120,,0.120,-99130.706060,-12660.058622,3581.344963,-0.00060072,0.00530397,0.00212194,3.2686158159426206,0.035821109804841246,-0.00000005337798622916666,0.000000021234839,,,,1,60731,,61376.20051647933,,13.034,12.694
